aerolinea,origen,destino,distancia_km,retraso,anio,mes,es_fin_semana,bloque_horario
AR,GRU,AEP,3641,0,2025,1,0,mañana
IB,AEP,EZE,2317,0,2025,1,0,mañana
IB,AEP,GRU,10276,0,2025,1,0,mañana
AA,MIA,GRU,10450,0,2025,1,0,mañana
LA,MAD,AEP,2069,0,2025,1,0,tarde
G3,EZE,MIA,2630,1,2025,1,0,tarde
G3,MIA,GRU,753,1,2025,1,0,tarde
AA,MIA,EZE,6301,1,2025,1,0,tarde
IB,MIA,GRU,9750,0,2025,1,0,tarde
AR,GRU,AEP,10787,1,2025,1,0,tarde
IB,AEP,EZE,5491,1,2025,1,0,noche
AA,GRU,EZE,5543,1,2025,1,0,noche
G3,AEP,MIA,9958,1,2025,1,0,noche
IB,MAD,MIA,1133,0,2025,1,0,noche
G3,GRU,MIA,5208,1,2025,1,0,madrugada
AR,EZE,MIA,9804,0,2025,1,0,madrugada
G3,MAD,EZE,4315,1,2025,1,0,madrugada
G3,GRU,EZE,8482,1,2025,1,0,madrugada
LA,EZE,MAD,8339,0,2025,1,0,madrugada
LA,MAD,MIA,6600,0,2025,1,0,madrugada
LA,MAD,EZE,6707,0,2025,1,0,madrugada
G3,EZE,MAD,548,1,2025,1,0,madrugada
AA,EZE,MIA,6509,0,2025,1,0,mañana
G3,MIA,AEP,10853,1,2025,1,0,mañana
AA,GRU,MAD,11810,0,2025,1,0,mañana
AA,AEP,MAD,9553,0,2025,1,0,mañana
LA,EZE,AEP,8251,0,2025,1,0,mañana
IB,AEP,MAD,10031,0,2025,1,0,mañana
AR,MIA,MAD,9906,0,2025,1,0,tarde
LA,AEP,EZE,5170,0,2025,1,0,tarde
LA,EZE,GRU,3704,0,2025,1,0,tarde
IB,GRU,EZE,2511,1,2025,1,0,tarde
AR,AEP,MAD,2525,0,2025,1,0,tarde
G3,MAD,MIA,8667,1,2025,1,0,tarde
G3,AEP,EZE,9745,1,2025,1,0,noche
LA,MIA,AEP,8832,1,2025,1,0,noche
AR,MIA,EZE,1444,1,2025,1,0,noche
LA,EZE,MIA,1620,1,2025,1,0,noche
AA,GRU,EZE,4771,0,2025,1,0,madrugada
LA,AEP,GRU,10353,0,2025,1,0,madrugada
LA,EZE,AEP,10846,0,2025,1,0,madrugada
G3,GRU,MIA,4263,0,2025,1,0,madrugada
G3,MIA,GRU,5404,1,2025,1,0,madrugada
G3,AEP,GRU,2133,1,2025,1,0,madrugada
AA,EZE,AEP,2735,0,2025,1,0,madrugada
G3,AEP,EZE,8876,1,2025,1,0,madrugada
AR,AEP,MIA,6372,0,2025,1,0,mañana
IB,MAD,AEP,9781,0,2025,1,0,mañana
AR,MIA,MAD,6432,0,2025,1,0,mañana
AR,GRU,MAD,3228,0,2025,1,0,mañana
G3,MIA,EZE,11973,1,2025,1,0,mañana
IB,EZE,GRU,3958,0,2025,1,0,mañana
IB,MIA,GRU,1986,0,2025,1,0,tarde
IB,EZE,MAD,5636,0,2025,1,0,tarde
AA,MIA,MAD,8156,0,2025,1,0,tarde
G3,EZE,MAD,2937,1,2025,1,0,tarde
IB,EZE,MIA,3994,1,2025,1,0,tarde
AA,AEP,MAD,5014,1,2025,1,0,tarde
LA,MAD,AEP,4438,1,2025,1,0,noche
LA,MAD,MIA,5041,1,2025,1,0,noche
AA,AEP,MIA,5768,1,2025,1,0,noche
AA,MAD,MIA,6710,1,2025,1,0,noche
G3,GRU,MAD,2205,1,2025,1,0,madrugada
G3,AEP,MIA,10487,1,2025,1,0,madrugada
LA,MAD,GRU,511,0,2025,1,1,madrugada
IB,AEP,MAD,6732,0,2025,1,1,madrugada
LA,AEP,MAD,2221,0,2025,1,1,madrugada
IB,AEP,EZE,7704,0,2025,1,1,madrugada
IB,MAD,AEP,11029,0,2025,1,1,madrugada
G3,MAD,MIA,6263,1,2025,1,1,madrugada
AR,GRU,MIA,3849,0,2025,1,1,mañana
AR,AEP,MAD,11410,0,2025,1,1,mañana
AA,MAD,EZE,10193,0,2025,1,1,mañana
G3,GRU,MIA,4262,1,2025,1,1,mañana
IB,MIA,AEP,5626,0,2025,1,1,mañana
AR,GRU,MAD,9177,0,2025,1,1,mañana
IB,MAD,EZE,1561,0,2025,1,1,tarde
AR,MIA,EZE,5881,0,2025,1,1,tarde
AR,EZE,MIA,4950,0,2025,1,1,tarde
AR,MAD,MIA,9752,0,2025,1,1,tarde
G3,GRU,MAD,5804,1,2025,1,1,tarde
LA,MIA,GRU,6508,1,2025,1,1,tarde
IB,AEP,EZE,9651,1,2025,1,1,noche
G3,GRU,AEP,5536,1,2025,1,1,noche
G3,MAD,GRU,9932,1,2025,1,1,noche
G3,GRU,AEP,8557,1,2025,1,1,noche
G3,AEP,GRU,10161,1,2025,1,1,madrugada
G3,EZE,AEP,2544,1,2025,1,1,madrugada
AA,GRU,MIA,6200,0,2025,1,1,madrugada
IB,MAD,GRU,5341,0,2025,1,1,madrugada
G3,MIA,EZE,10030,1,2025,1,1,madrugada
IB,EZE,GRU,7152,0,2025,1,1,madrugada
AA,EZE,AEP,4027,1,2025,1,1,madrugada
AA,AEP,MAD,11179,0,2025,1,1,madrugada
IB,EZE,MIA,10468,0,2025,1,1,mañana
AR,EZE,MIA,1332,0,2025,1,1,mañana
LA,EZE,AEP,11041,0,2025,1,1,mañana
AR,MAD,EZE,1250,0,2025,1,1,mañana
AR,EZE,GRU,11387,0,2025,1,1,mañana
AR,GRU,EZE,4102,0,2025,1,1,mañana
G3,EZE,MIA,6490,1,2025,1,1,tarde
AA,AEP,EZE,4819,0,2025,1,1,tarde
AR,EZE,MIA,10776,0,2025,1,1,tarde
AA,GRU,MIA,4127,0,2025,1,1,tarde
IB,AEP,EZE,11517,0,2025,1,1,tarde
LA,MAD,EZE,891,1,2025,1,1,tarde
IB,AEP,EZE,9817,1,2025,1,1,noche
IB,GRU,EZE,1870,1,2025,1,1,noche
G3,AEP,MAD,6706,1,2025,1,1,noche
LA,MIA,EZE,8200,0,2025,1,1,noche
IB,GRU,EZE,9705,0,2025,1,1,madrugada
IB,AEP,GRU,6837,0,2025,1,1,madrugada
LA,EZE,GRU,10161,0,2025,1,0,madrugada
LA,AEP,GRU,11172,0,2025,1,0,madrugada
IB,EZE,MAD,9249,0,2025,1,0,madrugada
LA,MIA,EZE,8662,0,2025,1,0,madrugada
IB,MAD,MIA,9833,0,2025,1,0,madrugada
IB,GRU,MAD,1504,1,2025,1,0,madrugada
G3,MAD,MIA,3875,1,2025,1,0,mañana
AR,AEP,EZE,7048,1,2025,1,0,mañana
IB,MIA,AEP,11776,0,2025,1,0,mañana
AA,AEP,GRU,9120,0,2025,1,0,mañana
AR,MIA,MAD,7281,0,2025,1,0,mañana
AR,MAD,EZE,5172,0,2025,1,0,mañana
AR,MIA,EZE,4073,1,2025,1,0,tarde
G3,AEP,GRU,8198,1,2025,1,0,tarde
IB,MIA,AEP,11317,1,2025,1,0,tarde
G3,EZE,MAD,11002,1,2025,1,0,tarde
IB,EZE,AEP,7771,0,2025,1,0,tarde
G3,MIA,EZE,3271,0,2025,1,0,tarde
G3,MIA,AEP,5483,1,2025,1,0,noche
AA,MIA,GRU,695,1,2025,1,0,noche
G3,MIA,GRU,1614,1,2025,1,0,noche
LA,MIA,MAD,3789,0,2025,1,0,noche
AA,EZE,MAD,3036,0,2025,1,0,madrugada
G3,GRU,EZE,6179,1,2025,1,0,madrugada
AR,MAD,AEP,11566,0,2025,1,0,madrugada
LA,EZE,MIA,8416,0,2025,1,0,madrugada
LA,MIA,AEP,7812,1,2025,1,0,madrugada
LA,GRU,AEP,11988,0,2025,1,0,madrugada
AA,GRU,EZE,6450,0,2025,1,0,madrugada
G3,MAD,MIA,7267,1,2025,1,0,madrugada
G3,AEP,MIA,11167,1,2025,1,0,mañana
AR,AEP,MAD,8113,0,2025,1,0,mañana
AR,AEP,EZE,5862,1,2025,1,0,mañana
LA,AEP,EZE,9632,1,2025,1,0,mañana
AR,EZE,GRU,6712,0,2025,1,0,mañana
AA,EZE,AEP,11005,0,2025,1,0,mañana
G3,MIA,EZE,9062,1,2025,1,0,tarde
LA,GRU,MIA,11582,0,2025,1,0,tarde
AR,EZE,MIA,5641,0,2025,1,0,tarde
AA,EZE,MAD,8689,0,2025,1,0,tarde
AA,MAD,MIA,4394,0,2025,1,0,tarde
AR,EZE,GRU,6109,1,2025,1,0,tarde
G3,AEP,GRU,7987,1,2025,1,0,noche
AR,EZE,GRU,8713,1,2025,1,0,noche
LA,AEP,MAD,4119,1,2025,1,0,noche
AR,EZE,AEP,5412,0,2025,1,0,noche
AA,MIA,MAD,887,0,2025,1,0,madrugada
AR,MIA,GRU,8039,0,2025,1,0,madrugada
G3,MAD,AEP,6095,1,2025,1,0,madrugada
IB,GRU,EZE,5559,1,2025,1,0,madrugada
AR,MAD,MIA,10288,0,2025,1,0,madrugada
G3,EZE,GRU,1120,1,2025,1,0,madrugada
G3,EZE,MIA,3802,1,2025,1,0,madrugada
AA,EZE,AEP,8982,0,2025,1,0,madrugada
G3,EZE,GRU,9991,1,2025,1,0,mañana
G3,AEP,MIA,7852,1,2025,1,0,mañana
G3,GRU,MIA,4154,1,2025,1,0,mañana
G3,MIA,EZE,6333,1,2025,1,0,mañana
LA,GRU,MIA,7639,1,2025,1,0,mañana
LA,AEP,MAD,1068,1,2025,1,0,mañana
AA,EZE,MAD,6930,1,2025,1,0,tarde
AR,AEP,MIA,3550,0,2025,1,0,tarde
G3,MIA,AEP,848,1,2025,1,0,tarde
AR,GRU,MAD,11472,0,2025,1,0,tarde
AR,EZE,GRU,6096,0,2025,1,0,tarde
AA,MAD,GRU,7306,1,2025,1,0,tarde
G3,MIA,AEP,1502,1,2025,1,0,noche
G3,EZE,GRU,2286,1,2025,1,0,noche
IB,MAD,EZE,9296,1,2025,1,0,noche
AR,MIA,GRU,1738,0,2025,1,0,noche
AR,EZE,AEP,8867,0,2025,1,0,madrugada
LA,MAD,GRU,11983,1,2025,1,0,madrugada
IB,EZE,MIA,3577,0,2025,1,0,madrugada
LA,GRU,MAD,5292,0,2025,1,0,madrugada
LA,GRU,EZE,3281,0,2025,1,0,madrugada
LA,MAD,AEP,9079,0,2025,1,0,madrugada
AA,GRU,EZE,8243,0,2025,1,0,madrugada
AA,GRU,MIA,5826,0,2025,1,0,madrugada
LA,MIA,GRU,1998,1,2025,1,0,mañana
IB,AEP,MAD,3393,0,2025,1,0,mañana
AR,GRU,AEP,7176,0,2025,1,0,mañana
IB,MAD,AEP,6905,1,2025,1,0,mañana
G3,MIA,GRU,11692,1,2025,1,0,mañana
AA,MAD,GRU,9623,0,2025,1,0,mañana
AR,GRU,MIA,4271,0,2025,1,0,tarde
AR,EZE,AEP,9094,1,2025,1,0,tarde
G3,EZE,AEP,11882,1,2025,1,0,tarde
G3,GRU,MAD,4960,1,2025,1,0,tarde
LA,EZE,GRU,3465,0,2025,1,0,tarde
AA,AEP,MIA,4923,1,2025,1,0,tarde
AA,MAD,GRU,1759,0,2025,1,0,noche
IB,AEP,MIA,6467,1,2025,1,0,noche
LA,MIA,GRU,3936,1,2025,1,0,noche
LA,GRU,MIA,10139,0,2025,1,0,noche
LA,MAD,MIA,5075,0,2025,1,0,madrugada
LA,GRU,MAD,11159,0,2025,1,0,madrugada
AA,GRU,MIA,7227,1,2025,1,0,madrugada
AA,AEP,GRU,7289,0,2025,1,0,madrugada
LA,EZE,AEP,3150,0,2025,1,0,madrugada
IB,EZE,AEP,9885,0,2025,1,0,madrugada
AR,MAD,GRU,5284,0,2025,1,0,madrugada
AR,MAD,GRU,2550,0,2025,1,0,madrugada
IB,MAD,MIA,8064,0,2025,1,0,mañana
LA,MIA,GRU,9218,0,2025,1,0,mañana
AA,EZE,AEP,11118,0,2025,1,0,mañana
AR,MIA,MAD,4186,1,2025,1,0,mañana
G3,MAD,GRU,6399,0,2025,1,0,mañana
G3,AEP,MAD,4932,1,2025,1,0,mañana
IB,MAD,MIA,8424,0,2025,1,0,tarde
LA,AEP,MIA,3955,0,2025,1,0,tarde
AR,EZE,AEP,8678,0,2025,1,0,tarde
LA,GRU,MAD,6633,0,2025,1,0,tarde
AR,GRU,MIA,4487,1,2025,1,0,tarde
IB,MAD,EZE,3246,1,2025,1,0,tarde
IB,EZE,MAD,11621,1,2025,1,0,noche
G3,AEP,GRU,6780,1,2025,1,0,noche
LA,GRU,MIA,2312,1,2025,1,0,noche
G3,GRU,EZE,6749,1,2025,1,0,noche
LA,EZE,MAD,3275,0,2025,1,0,madrugada
G3,AEP,GRU,9369,1,2025,1,0,madrugada
AA,GRU,AEP,7222,0,2025,2,1,madrugada
AA,EZE,AEP,6151,1,2025,2,1,madrugada
AA,EZE,GRU,841,0,2025,2,1,madrugada
AA,MIA,EZE,7931,0,2025,2,1,madrugada
AR,EZE,MIA,11285,0,2025,2,1,madrugada
AA,GRU,EZE,9408,0,2025,2,1,madrugada
IB,AEP,MAD,5832,0,2025,2,1,mañana
IB,EZE,MIA,1045,0,2025,2,1,mañana
AR,GRU,MIA,1328,0,2025,2,1,mañana
AA,MIA,MAD,2140,0,2025,2,1,mañana
AA,AEP,MAD,7645,0,2025,2,1,mañana
AA,MAD,EZE,820,0,2025,2,1,mañana
G3,MAD,AEP,5120,1,2025,2,1,tarde
LA,EZE,MIA,9234,0,2025,2,1,tarde
G3,MAD,AEP,8748,1,2025,2,1,tarde
LA,AEP,GRU,5568,1,2025,2,1,tarde
AA,AEP,MAD,771,0,2025,2,1,tarde
AA,GRU,AEP,887,1,2025,2,1,tarde
G3,MAD,EZE,6683,1,2025,2,1,noche
G3,MAD,AEP,1638,1,2025,2,1,noche
LA,GRU,EZE,5963,0,2025,2,1,noche
IB,MAD,GRU,8401,0,2025,2,1,noche
LA,MAD,EZE,2080,0,2025,2,1,madrugada
G3,AEP,EZE,9334,1,2025,2,1,madrugada
G3,MAD,EZE,9050,0,2025,2,1,madrugada
AR,MAD,GRU,7065,0,2025,2,1,madrugada
G3,MAD,EZE,5501,1,2025,2,1,madrugada
AR,MIA,AEP,9439,0,2025,2,1,madrugada
IB,MAD,GRU,1273,0,2025,2,1,madrugada
LA,MIA,GRU,3563,0,2025,2,1,madrugada
LA,MIA,AEP,9151,0,2025,2,1,mañana
AR,MAD,EZE,8965,0,2025,2,1,mañana
LA,GRU,MIA,4448,0,2025,2,1,mañana
G3,MAD,AEP,6402,1,2025,2,1,mañana
AA,MIA,AEP,839,0,2025,2,1,mañana
AR,MAD,EZE,5898,0,2025,2,1,mañana
LA,GRU,MIA,10763,0,2025,2,1,tarde
AR,GRU,AEP,10295,0,2025,2,1,tarde
AR,EZE,MAD,1635,0,2025,2,1,tarde
AA,AEP,MAD,1269,0,2025,2,1,tarde
G3,MAD,MIA,4069,1,2025,2,1,tarde
AR,EZE,GRU,1951,1,2025,2,1,tarde
LA,EZE,MIA,5524,1,2025,2,1,noche
IB,EZE,GRU,5067,1,2025,2,1,noche
AR,GRU,MIA,11519,1,2025,2,1,noche
AR,MAD,GRU,3032,0,2025,2,1,noche
AA,MAD,GRU,10235,1,2025,2,1,madrugada
G3,MAD,EZE,9231,1,2025,2,1,madrugada
IB,MIA,AEP,5629,1,2025,2,0,madrugada
LA,AEP,GRU,2911,0,2025,2,0,madrugada
IB,MIA,GRU,8909,0,2025,2,0,madrugada
LA,GRU,AEP,8106,0,2025,2,0,madrugada
G3,EZE,AEP,8644,1,2025,2,0,madrugada
LA,EZE,MAD,10982,0,2025,2,0,madrugada
AA,MIA,AEP,9661,0,2025,2,0,mañana
AA,GRU,AEP,1014,0,2025,2,0,mañana
AA,AEP,MIA,1412,0,2025,2,0,mañana
AA,AEP,EZE,6641,0,2025,2,0,mañana
IB,EZE,AEP,2192,0,2025,2,0,mañana
G3,EZE,AEP,10458,1,2025,2,0,mañana
LA,MAD,MIA,5415,0,2025,2,0,tarde
LA,MIA,EZE,1236,1,2025,2,0,tarde
AA,EZE,AEP,2414,0,2025,2,0,tarde
AA,GRU,MAD,5145,0,2025,2,0,tarde
AR,AEP,EZE,2219,0,2025,2,0,tarde
G3,AEP,GRU,884,1,2025,2,0,tarde
IB,GRU,EZE,9071,1,2025,2,0,noche
LA,AEP,EZE,3636,1,2025,2,0,noche
AR,MIA,AEP,10424,1,2025,2,0,noche
AR,GRU,MAD,10039,0,2025,2,0,noche
LA,MAD,EZE,3640,0,2025,2,0,madrugada
IB,AEP,EZE,11799,0,2025,2,0,madrugada
AR,MIA,AEP,7804,0,2025,2,0,madrugada
AR,EZE,AEP,11171,0,2025,2,0,madrugada
G3,GRU,MIA,9994,1,2025,2,0,madrugada
IB,EZE,GRU,2327,0,2025,2,0,madrugada
AR,MAD,AEP,11353,0,2025,2,0,madrugada
IB,EZE,GRU,9249,0,2025,2,0,madrugada
LA,AEP,GRU,5222,1,2025,2,0,mañana
AA,AEP,GRU,3910,0,2025,2,0,mañana
AR,AEP,EZE,5057,0,2025,2,0,mañana
G3,AEP,MIA,6202,1,2025,2,0,mañana
LA,GRU,AEP,2850,0,2025,2,0,mañana
IB,MIA,MAD,2797,0,2025,2,0,mañana
LA,AEP,MIA,8903,1,2025,2,0,tarde
AR,MAD,MIA,2033,0,2025,2,0,tarde
IB,MAD,MIA,9403,1,2025,2,0,tarde
AA,AEP,MAD,7708,0,2025,2,0,tarde
LA,MIA,MAD,6732,1,2025,2,0,tarde
AR,MAD,GRU,11886,1,2025,2,0,tarde
G3,GRU,MAD,9826,1,2025,2,0,noche
IB,MIA,EZE,2065,1,2025,2,0,noche
LA,MIA,AEP,6243,0,2025,2,0,noche
LA,MIA,GRU,9014,0,2025,2,0,noche
AA,MAD,AEP,9868,0,2025,2,0,madrugada
AA,GRU,MAD,1235,0,2025,2,0,madrugada
G3,AEP,GRU,4089,1,2025,2,0,madrugada
G3,MAD,EZE,4141,1,2025,2,0,madrugada
AR,MIA,GRU,7052,0,2025,2,0,madrugada
AR,MIA,EZE,10909,0,2025,2,0,madrugada
G3,MIA,MAD,3927,0,2025,2,0,madrugada
G3,MIA,MAD,3713,1,2025,2,0,madrugada
IB,MAD,GRU,11007,0,2025,2,0,mañana
AA,EZE,MAD,3532,0,2025,2,0,mañana
AR,EZE,MAD,1384,0,2025,2,0,mañana
AA,MAD,AEP,9702,0,2025,2,0,mañana
AA,EZE,MIA,6190,0,2025,2,0,mañana
G3,MAD,EZE,9064,1,2025,2,0,mañana
IB,MAD,EZE,10684,0,2025,2,0,tarde
LA,MAD,AEP,10093,0,2025,2,0,tarde
IB,MIA,AEP,9788,0,2025,2,0,tarde
IB,AEP,GRU,5965,0,2025,2,0,tarde
AA,EZE,MIA,9574,0,2025,2,0,tarde
IB,MAD,MIA,3982,1,2025,2,0,tarde
AR,GRU,MAD,3712,1,2025,2,0,noche
AA,MIA,EZE,6141,1,2025,2,0,noche
AR,GRU,AEP,8913,1,2025,2,0,noche
LA,EZE,MAD,4210,0,2025,2,0,noche
AA,EZE,MIA,2998,1,2025,2,0,madrugada
LA,GRU,MAD,1606,0,2025,2,0,madrugada
AA,MAD,GRU,4520,0,2025,2,0,madrugada
G3,GRU,AEP,8871,1,2025,2,0,madrugada
IB,MAD,AEP,8763,0,2025,2,0,madrugada
G3,MIA,EZE,8570,1,2025,2,0,madrugada
LA,MAD,EZE,2424,0,2025,2,0,madrugada
IB,GRU,EZE,9503,0,2025,2,0,madrugada
AA,AEP,MAD,11606,1,2025,2,0,mañana
IB,MIA,GRU,1521,0,2025,2,0,mañana
AR,MIA,GRU,617,0,2025,2,0,mañana
IB,GRU,MIA,4808,0,2025,2,0,mañana
AR,AEP,GRU,3978,0,2025,2,0,mañana
IB,AEP,MIA,7452,0,2025,2,0,mañana
AR,EZE,MIA,4180,0,2025,2,0,tarde
LA,AEP,MIA,10730,0,2025,2,0,tarde
G3,EZE,MAD,697,1,2025,2,0,tarde
AA,MAD,AEP,10718,1,2025,2,0,tarde
IB,MAD,EZE,9359,0,2025,2,0,tarde
G3,MAD,AEP,1152,1,2025,2,0,tarde
AA,EZE,AEP,8767,1,2025,2,0,noche
AA,AEP,MAD,2745,1,2025,2,0,noche
AR,GRU,EZE,4187,1,2025,2,0,noche
LA,MIA,MAD,4526,0,2025,2,0,noche
LA,AEP,EZE,5813,0,2025,2,0,madrugada
G3,EZE,MAD,7896,1,2025,2,0,madrugada
LA,GRU,EZE,4493,0,2025,2,0,madrugada
IB,EZE,MIA,869,0,2025,2,0,madrugada
LA,EZE,MAD,2631,0,2025,2,0,madrugada
G3,MIA,EZE,8169,1,2025,2,0,madrugada
LA,GRU,EZE,3975,0,2025,2,0,madrugada
IB,MAD,MIA,4345,0,2025,2,0,madrugada
AR,AEP,MIA,9446,0,2025,2,0,mañana
G3,MAD,EZE,7688,1,2025,2,0,mañana
AR,EZE,MIA,11571,0,2025,2,0,mañana
AR,MIA,AEP,4078,0,2025,2,0,mañana
AR,GRU,MAD,4363,0,2025,2,0,mañana
AA,MIA,EZE,6403,0,2025,2,0,mañana
AA,MIA,AEP,7393,0,2025,2,0,tarde
AR,GRU,EZE,3148,0,2025,2,0,tarde
G3,GRU,MAD,8068,1,2025,2,0,tarde
IB,GRU,AEP,1207,0,2025,2,0,tarde
IB,MIA,GRU,11805,0,2025,2,0,tarde
LA,EZE,AEP,4851,1,2025,2,0,tarde
G3,MIA,EZE,8747,1,2025,2,0,noche
AA,EZE,AEP,8977,1,2025,2,0,noche
AR,AEP,EZE,8499,1,2025,2,0,noche
LA,EZE,GRU,937,0,2025,2,0,noche
IB,AEP,EZE,9574,0,2025,2,0,madrugada
AA,MAD,MIA,6593,0,2025,2,0,madrugada
AA,AEP,MAD,10848,0,2025,2,1,madrugada
AR,MIA,MAD,3066,0,2025,2,1,madrugada
IB,MAD,EZE,9284,0,2025,2,1,madrugada
G3,MIA,MAD,11190,1,2025,2,1,madrugada
AA,MIA,MAD,5873,0,2025,2,1,madrugada
AR,AEP,MIA,5457,0,2025,2,1,madrugada
G3,GRU,AEP,11150,0,2025,2,1,mañana
IB,MIA,GRU,11696,0,2025,2,1,mañana
AA,MAD,EZE,4275,0,2025,2,1,mañana
G3,MIA,MAD,2883,1,2025,2,1,mañana
G3,GRU,AEP,4595,1,2025,2,1,mañana
G3,GRU,MIA,1651,0,2025,2,1,mañana
AA,MIA,AEP,4686,0,2025,2,1,tarde
AA,GRU,EZE,1600,0,2025,2,1,tarde
LA,AEP,EZE,6921,0,2025,2,1,tarde
IB,EZE,AEP,8961,0,2025,2,1,tarde
AR,GRU,AEP,7783,0,2025,2,1,tarde
G3,MIA,AEP,10945,1,2025,2,1,tarde
LA,GRU,MIA,2321,1,2025,2,1,noche
AR,MIA,EZE,11316,1,2025,2,1,noche
LA,MAD,MIA,3255,1,2025,2,1,noche
AA,MIA,AEP,3309,0,2025,2,1,noche
G3,MAD,MIA,2037,1,2025,2,1,madrugada
AR,EZE,AEP,7954,0,2025,2,1,madrugada
AR,AEP,MIA,8091,1,2025,2,1,madrugada
AR,EZE,MAD,1016,0,2025,2,1,madrugada
AR,MIA,MAD,4006,0,2025,2,1,madrugada
AR,EZE,AEP,11037,0,2025,2,1,madrugada
LA,MAD,EZE,5822,0,2025,2,1,madrugada
G3,EZE,GRU,2285,1,2025,2,1,madrugada
AA,AEP,MAD,5422,0,2025,2,1,mañana
AA,GRU,AEP,9161,0,2025,2,1,mañana
AA,MAD,EZE,8849,1,2025,2,1,mañana
AA,EZE,MIA,11536,0,2025,2,1,mañana
LA,EZE,GRU,9477,0,2025,2,1,mañana
IB,EZE,MAD,7146,0,2025,2,1,mañana
G3,MAD,AEP,10788,1,2025,2,1,tarde
AR,EZE,GRU,6011,0,2025,2,1,tarde
IB,GRU,MIA,5017,0,2025,2,1,tarde
AA,MIA,GRU,3683,0,2025,2,1,tarde
IB,EZE,MAD,2815,0,2025,2,1,tarde
G3,GRU,MIA,10957,1,2025,2,1,tarde
AR,MAD,EZE,8763,0,2025,2,1,noche
AR,MIA,GRU,8583,1,2025,2,1,noche
G3,MAD,GRU,1511,1,2025,2,1,noche
G3,MIA,GRU,1084,1,2025,2,1,noche
AA,GRU,MIA,8919,0,2025,2,1,madrugada
AR,GRU,AEP,7656,1,2025,2,1,madrugada
IB,MIA,AEP,2467,0,2025,2,0,madrugada
LA,GRU,EZE,2522,0,2025,2,0,madrugada
LA,AEP,EZE,9220,0,2025,2,0,madrugada
G3,MIA,GRU,3342,1,2025,2,0,madrugada
AA,EZE,MIA,6572,0,2025,2,0,madrugada
LA,EZE,GRU,10968,0,2025,2,0,madrugada
AR,EZE,MAD,10585,1,2025,2,0,mañana
G3,EZE,MIA,11778,1,2025,2,0,mañana
IB,EZE,GRU,11009,0,2025,2,0,mañana
G3,AEP,EZE,9333,1,2025,2,0,mañana
IB,EZE,MIA,1120,0,2025,2,0,mañana
G3,GRU,MIA,7708,1,2025,2,0,mañana
G3,MAD,MIA,827,1,2025,2,0,tarde
G3,GRU,AEP,1249,1,2025,2,0,tarde
IB,GRU,EZE,3777,0,2025,2,0,tarde
IB,AEP,EZE,8173,0,2025,2,0,tarde
G3,AEP,EZE,11513,1,2025,2,0,tarde
LA,GRU,MIA,5029,1,2025,2,0,tarde
AA,GRU,MIA,9446,1,2025,2,0,noche
AA,EZE,GRU,3003,1,2025,2,0,noche
AA,MAD,AEP,8125,1,2025,2,0,noche
IB,AEP,MIA,7929,1,2025,2,0,noche
IB,MAD,AEP,9059,0,2025,2,0,madrugada
LA,MAD,EZE,1062,0,2025,2,0,madrugada
AA,AEP,GRU,6458,0,2025,2,0,madrugada
AA,MAD,EZE,5405,0,2025,2,0,madrugada
G3,EZE,GRU,2423,1,2025,2,0,madrugada
IB,AEP,EZE,8993,0,2025,2,0,madrugada
AA,GRU,EZE,6194,0,2025,2,0,madrugada
LA,MIA,EZE,3188,0,2025,2,0,madrugada
LA,EZE,MAD,10709,0,2025,2,0,mañana
AA,AEP,MAD,10523,0,2025,2,0,mañana
IB,MAD,GRU,4514,0,2025,2,0,mañana
LA,GRU,MAD,9143,0,2025,2,0,mañana
G3,MIA,EZE,2909,1,2025,2,0,mañana
LA,AEP,EZE,11645,0,2025,2,0,mañana
AR,EZE,MAD,10652,0,2025,2,0,tarde
AR,EZE,MAD,7180,1,2025,2,0,tarde
IB,GRU,MAD,6073,0,2025,2,0,tarde
AA,EZE,AEP,8537,0,2025,2,0,tarde
IB,AEP,EZE,5486,0,2025,2,0,tarde
IB,GRU,AEP,2659,1,2025,2,0,tarde
IB,MIA,MAD,1593,1,2025,2,0,noche
IB,AEP,GRU,2583,1,2025,2,0,noche
G3,EZE,AEP,1278,1,2025,2,0,noche
G3,MIA,MAD,8062,1,2025,2,0,noche
LA,MIA,GRU,8338,1,2025,2,0,madrugada
AR,GRU,EZE,7268,0,2025,2,0,madrugada
IB,EZE,GRU,7949,0,2025,2,0,madrugada
LA,MAD,MIA,10827,0,2025,2,0,madrugada
AR,MIA,AEP,1362,0,2025,2,0,madrugada
AA,MIA,GRU,799,0,2025,2,0,madrugada
G3,AEP,EZE,700,1,2025,2,0,madrugada
AR,GRU,MAD,2349,0,2025,2,0,madrugada
AA,MAD,EZE,9211,0,2025,2,0,mañana
AR,EZE,MAD,7476,0,2025,2,0,mañana
G3,EZE,GRU,4316,1,2025,2,0,mañana
G3,AEP,EZE,11944,1,2025,2,0,mañana
LA,MAD,EZE,6758,1,2025,2,0,mañana
IB,EZE,MAD,4500,0,2025,2,0,mañana
AR,MIA,MAD,10229,0,2025,2,0,tarde
AR,MIA,MAD,6439,0,2025,2,0,tarde
AA,AEP,MAD,7294,0,2025,2,0,tarde
G3,EZE,MAD,1135,1,2025,2,0,tarde
AR,AEP,MIA,9191,1,2025,2,0,tarde
G3,AEP,MAD,8905,0,2025,2,0,tarde
